Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
66647,Text,2021-11-02,"The Little Review, November 1915 (Vol. 2, No. 8)",en,"Various; Anderson, Margaret C., 1886-1973 [Editor]","Literature, Modern -- 20th century -- Periodicals",AP,"Category: Essays, Letters & Speeches; Category: Art; Category: Music; Category: Journals"
66648,Text,2021-11-02,Newshound,en,"Marlowe, Stephen, 1928-2008",Science fiction; Journalists -- Fiction,PS,Category: Science-Fiction & Fantasy; Category: Novels
66649,Text,2021-11-02,Der Fall Strauß,de,"Otten, Karl, 1889-1963; Leonhard, Rudolf, 1889-1953 [Editor]","Strauss, Emil, 1887-",HV,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: German Literature"
66650,Text,2021-11-02,The Life of the Grasshopper,en,"Fabre, Jean-Henri, 1823-1915; Teixeira de Mattos, Alexander, 1865-1921 [Translator]",Insects; Homoptera; Orthoptera,QL,Category: Science - Biology; Category: Nature/Gardening/Animals
66651,Text,2021-11-02,Meadowlark Basin,en,"Bower, B. M., 1871-1940; Gage, George W., 1887-1957 [Illustrator]",Western stories; Montana -- Fiction; Cowboys -- Fiction; Ranch life -- Fiction,PS,Category: Novels; Category: American Literature
66652,Text,2021-11-02,La petite femme de la mer,fr,"Lemonnier, Camille, 1844-1913","Short stories, French; French fiction -- 19th century",PQ,"Category: Novels; Category: Mythology, Legends & Folklore; Category: French Literature"
66653,Text,2021-11-02,Harcz a nemzeti hadseregért,hu,"Eötvös, Károly, 1842-1916",Hungary. Honvédség -- History; Hungary -- Politics and government -- 1867-1918,DB,"Category: Essays, Letters & Speeches; Category: History - European; Category: History - Modern (1750+); Category: History - Warfare"
66654,Text,2021-11-02,All-Time Favorite Cranberry Recipes,en,"Ocean Spray Cranberries, Inc.",Cooking (Cranberries),TX,Category: Cooking & Drinking
66655,Text,2021-11-03,A New Story Book for Children,en,"Fern, Fanny, 1811-1872",Conduct of life -- Juvenile fiction; Children's stories; Children -- Conduct of life -- Juvenile fiction,PZ,Category: Short Stories; Category: Children & Young Adult Reading
66656,Text,2021-11-03,Die Geschichte einer Bombe,de,"Traven, B., 1882-1969",Short stories; Man-woman relationships -- Fiction; Trials (Murder) -- Fiction; Mexico -- Fiction; Explosives -- Fiction,PT,Category: Short Stories; Category: German Literature
66657,Text,2021-11-03,Die Dynamitpatrone,de,"Traven, B., 1882-1969",Short stories; Mexico -- Fiction; Explosives -- Fiction,PT,Category: Short Stories; Category: German Literature
66658,Text,2021-11-03,Australasia Triumphant!: With the Australians and New Zealanders in the Great War on Land and Sea,en,"Adcock, Arthur St. John, 1864-1930","World War, 1914-1918 -- Naval operations; World War, 1914-1918 -- Campaigns -- Turkey -- Gallipoli Peninsula; World War, 1914-1918 -- Campaigns -- Egypt; World War, 1914-1918 -- Participation, Australian; World War, 1914-1918 -- Participation, New Zealand; World War, 1914-1918 -- Campaigns -- Pacific Ocean",D501,Category: History - Modern (1750+); Category: History - Warfare
66659,Text,2021-11-03,"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 50, Vol. I, December 13, 1884",en,Various,Periodicals,AP,"Category: Essays, Letters & Speeches; Category: Encyclopedias/Dictionaries/Reference"
66660,Text,2021-11-04,"""Polio"": Infantile Paralysis",en,Prudential Insurance Company of America,Poliomyelitis -- Popular works,RC,Category: Health & Medicine; Category: Parenthood & Family Relations
66661,Text,2021-11-04,The Truth About an Author,en,"Bennett, Arnold, 1867-1931","Authors, English -- 20th century -- Biography; Bennett, Arnold, 1867-1931",PR,"Category: Biographies; Category: Essays, Letters & Speeches; Category: British Literature"
66662,Text,2021-11-04,Fogságom története,hu,"Deák, Farkas, 1832-1888","Deák, Farkas, 1832-1888; Prisoners -- Hungary -- Biography; Hungary -- History -- 1849-1867",DB,Category: Biographies; Category: History - European; Category: History - Modern (1750+)
66663,Text,2021-11-04,Ancient history from the monuments: Greek cities & islands of Asia Minor,en,"Vaux, W. S. W. (William Sandys Wright), 1818-1885",Turkey -- History; Greeks -- Turkey,DF,Category: History - Ancient; Category: Archaeology & Anthropology
66664,Text,2021-11-04,Vie de Grillon,fr,"Derennes, Charles, 1882-1930",Crickets,QL,Category: Novels; Category: French Literature
66665,Text,2021-11-05,La Chauve-Souris,fr,"Derennes, Charles, 1882-1930",Bats,QL,Category: Novels; Category: French Literature
66666,Text,2021-10-27,Goena-Goena: Oorspronkelijke roman,nl,"Daum, P. A. (Paul Adriaan), 1849-1898",Indonesia -- Fiction; Magic -- Fiction,PT,Category: Novels
66667,Text,2021-11-05,Penmanship: Teaching and Supervision,en,"Hiles, Leta Severance",Penmanship,LB,Category: How To ...; Category: Teaching & Education
66668,Text,2021-11-05,"Butterflies and Moths, Shown to the Children",en,"Wood, Theodore, 1862-1923; Chisholm, Louey, 1863-1948 [Editor]; Kelman, Janet Harvey, 1873-1957 [Illustrator]",Butterflies -- Juvenile literature; Moths -- Juvenile literature,QL,Category: Children & Young Adult Reading; Category: Nature/Gardening/Animals
66669,Text,2021-11-05,"The Sea-Shore, Shown to the Children",en,"Wood, Theodore, 1862-1923; Chisholm, Louey, 1863-1948 [Editor]; Kelman, Janet Harvey, 1873-1957 [Illustrator]",Marine animals -- Juvenile literature; Marine plants -- Juvenile literature; Seashore -- Juvenile literature,QL,Category: Children & Young Adult Reading; Category: Nature/Gardening/Animals
66670,Text,2021-11-05,"Trees, Shown to the Children",en,"Smith, C. E.; Chisholm, Louey, 1863-1948 [Editor]; Kelman, Janet Harvey, 1873-1957 [Illustrator]",Trees -- Juvenile literature,QK,Category: Children & Young Adult Reading; Category: Nature/Gardening/Animals
66671,Text,2021-11-05,Mr. Clutterbuck's Election,en,"Belloc, Hilaire, 1870-1953",Political fiction; Capitalists and financiers -- Fiction; Great Britain -- Politics and government -- Fiction,PR,Category: Novels; Category: British Literature
66672,Text,2021-11-05,Emile et les autres,fr,"Derennes, Charles, 1882-1930",Animal behavior,QL,Category: Novels
66673,Text,2021-11-05,Meine Reise um die Welt. Zweite Abteilung,de,"Twain, Mark, 1835-1910","Voyages around the world; Twain, Mark, 1835-1910 -- Travel; Equator -- Description and travel",G,Category: Humour; Category: Travel Writing
66674,Text,2021-11-05,La vivante paix,fr,"Régnier, Paule, 1888-1950",French fiction -- 20th century,PQ,Category: Novels; Category: French Literature
66675,Text,2021-11-05,Välkehtivä Rubiini,fi,"Fletcher, J. S. (Joseph Smith), 1863-1935; Tervaskanto, Jussi [Translator]",Detective and mystery stories; England -- Fiction; Young men -- Fiction; Murder -- Investigation -- Fiction; Horse racing -- Fiction; Rubies -- Fiction,PR,"Category: Crime, Thrillers and Mystery; Category: Novels"
66676,Text,2021-11-05,The King of the Mamozekel,en,"Roberts, Charles G. D., Sir, 1860-1943; Bull, Charles Livingston, 1874-1932 [Illustrator]",Animals -- Fiction; Moose -- Fiction,PS,Category: Novels; Category: Nature/Gardening/Animals
66677,Text,2021-11-06,"The Adventures of Gil Blas of Santillane, Volume 1 (of 3)",en,"Le Sage, Alain René, 1668-1747; Saintsbury, George, 1845-1933 [Contributor]; Smollett, T. (Tobias), 1721-1771 [Translator]","Adventure and adventurers -- Fiction; Blas, Gil (Fictitious character) -- Fiction",PQ,Category: Humour; Category: Adventure; Category: Novels; Category: Classics of Literature; Category: French Literature
66678,Text,2021-11-06,"The Adventures of Gil Blas of Santillane, Volume 2 (of 3)",en,"Le Sage, Alain René, 1668-1747; Smollett, T. (Tobias), 1721-1771 [Translator]","Adventure and adventurers -- Fiction; Blas, Gil (Fictitious character) -- Fiction",PQ,Category: Humour; Category: Novels; Category: Classics of Literature; Category: French Literature
66679,Text,2021-11-06,"The Adventures of Gil Blas of Santillane, Volume 3 (of 3)",en,"Le Sage, Alain René, 1668-1747; Smollett, T. (Tobias), 1721-1771 [Translator]","Adventure and adventurers -- Fiction; Blas, Gil (Fictitious character) -- Fiction",PQ,Category: Novels; Category: Classics of Literature
66680,Text,2021-11-06,The flowering plants of South Africa; vol. 3,en,"Pole Evans, I. B. (Illtyd Buller), 1879-1968",Plants -- South Africa -- Periodicals; Plants -- South Africa -- Pictorial works -- Periodicals,QK,Category: Science - Biology; Category: Art; Category: Nature/Gardening/Animals
66681,Text,2021-11-06,Chez l'illustre Écrivain,fr,"Mirbeau, Octave, 1848-1917",French literature -- 20th century,PQ,Category: Humour; Category: Plays/Films/Dramas; Category: French Literature
66682,Text,2021-11-06,Au pays des pardons,fr,"Le Braz, Anatole, 1859-1926",Legends -- France -- Brittany; Christian saints -- France -- Brittany; Brittany (France) -- Description and travel; Christian pilgrims and pilgrimages -- France -- Brittany,DC,"Category: Essays, Letters & Speeches; Category: French Literature"
66683,Text,2021-11-06,The Story of the Battle Hymn of the Republic,en,"Hall, Florence Howe, 1845-1922","Howe, Julia Ward, 1819-1910. Battle hymn of the Republic; Battle hymn of the republic (Song)",PS,Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: History - Religious
66684,Text,2021-11-07,Life and Remarkable Adventures of Israel R. Potter,en,"Potter, Israel, 1744-1826?; Kriegel, Leonard, 1933- [Author of introduction, etc.]; Melville, Herman, 1819-1891 [Contributor]","United States -- History -- Revolution, 1775-1783 -- Prisoners and prisons; United States -- History -- Revolution, 1775-1783 -- Personal narratives; Potter, Israel, 1744-1826?",E201,Category: Biographies; Category: History - American
66685,Text,2021-11-07,The Tunnel Under the Channel,en,"Whiteside, Thomas, 1918-1997",Tunnels -- English Channel,HE,Category: History - European; Category: History - Modern (1750+); Category: Engineering & Technology
66686,Text,2021-11-07,Lemmentaistelu: 4-näytöksinen unkarilainen näytelmä,fi,"Borg, Felix, 1888-1959; Jókai, Mór, 1825-1904","Drama; Jókai, Mór, 1825-1904. Sárga rózsa -- Adaptations",PH,Category: Plays/Films/Dramas
66687,Text,2021-11-07,Fairy Tales for Workers' Children,en,"Zur Mühlen, Hermynia, 1883-1951; Gibson, Lydia, 1891-1964 [Illustrator]; Dailes, Ida, 1901-1972 [Translator]",Fairy tales -- Germany; Communism -- Juvenile fiction,PZ,"Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore"
66688,Text,2021-11-07,Hans Andersen's Fairy Tales,en,"Andersen, H. C. (Hans Christian), 1805-1875; Robinson, W. Heath (William Heath), 1872-1944 [Illustrator]","Fairy tales; Fairy tales -- Denmark; Children's stories, Danish -- Translations into English",PZ,"Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Mythology, Legends & Folklore; Category: Classics of Literature"
66689,Text,2021-11-07,Poems of Arthur Hugh Clough,en,"Clough, Arthur Hugh, 1819-1861",English poetry -- 19th century,PR,Category: Poetry; Category: British Literature
66690,Text,2021-11-08,Tiberius the Tyrant,en,"Tarver, John Charles, 1854-1926","Rome -- History -- Tiberius, 14-37; Tiberius, Emperor of Rome 42 B.C.-37 A.D.",DG,Category: History - European; Category: History - Ancient; Category: History - Royalty
66691,Text,2021-11-08,Williwaw: A Novel,en,"Vidal, Gore, 1925-2012","Sea stories; War stories; Alaska -- Fiction; World War, 1939-1945 -- Alaska -- Aleutian Islands -- Fiction; World War, 1939-1945 -- Alaska -- Fiction; Aleutian Islands (Alaska) -- Fiction",PS,Category: Novels; Category: American Literature
66692,Text,2021-11-08,Munka,hu,"Kóbor, Tamás, 1867-1942","Short stories, Hungarian; Hungarian fiction",PH,Category: Short Stories
66693,Text,2021-11-08,Bi-sexual love; the homosexual neurosis,en,"Stekel, Wilhelm, 1868-1940; Van Teslaar, James S. (James Samuel), 1886-1940 [Translator]",Homosexuality; Neuroses,HQ,Category: Psychiatry/Psychology; Category: Gender & Sexuality Studies
66694,Text,2021-11-08,"The historians' history of the world in twenty-five volumes, volume 10",en,"Williams, Henry Smith, 1863-1943 [Editor]",World history,D,Category: History - European
66695,Text,2021-11-08,La Vedette,fr,"Guilbert, Yvette, 1865-1944",French fiction -- 20th century,PQ,Category: Novels; Category: French Literature
66696,Text,2021-11-09,"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 51, Vol. I, December 20, 1884",en,Various,Periodicals,AP,Category: Journals
66697,Text,2021-11-10,The Fighter,en,"Terhune, Albert Payson, 1872-1942",United States -- Fiction; Boxing stories,PS,Category: Novels; Category: American Literature
66698,Text,2021-11-10,Not in the Script,en,"Marmor, Arnold, 1927-1978",Science fiction; Short stories; Dramatists -- Fiction; Martians -- Fiction; Human-alien encounters -- Fiction,PS,Category: Science-Fiction & Fantasy; Category: Novels
66699,Text,2021-11-10,Martyr's Flight,en,"Searls, Hank, 1922-2017; Terry, W. E., 1921-1992 [Illustrator]",Science fiction; Short stories; Space stations -- Fiction,PS,Category: Science-Fiction & Fantasy; Category: Novels
66700,Text,2021-11-10,"A Cigarette Clew; Or, ""Salted"" For a Million",en,"Carter, Nicholas (House name)",Detective and mystery stories; Swindlers and swindling -- Fiction; Dime novels; American fiction; Mines and mineral resources -- Fiction,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature"
66701,Text,2021-11-10,"The Beginnings of America, 1607-1763",en,"Morris, Richard B. (Richard Brandon), 1904-1989 [Editor]; Woodress, James Leslie, 1916-2011 [Editor]","United States -- History -- Colonial period, ca. 1600-1775 -- Sources",E186,Category: History - American
66702,Text,2021-11-10,"Wireless Telegraphy and Telephony Simply Explained
A Practical Treatise Embracing Complete and Detailed Explanations of the Theory and Practice of Modern Radio Apparatus and Its Present Day Applications, Together With a Chapter on the Possibilities of Its Future Development",en,"Morgan, Alfred Powell, 1889-1972","Radio; Telegraph, Wireless",TK,Category: Engineering & Technology
66703,Text,2021-11-11,"The Story of a Boulder; or, Gleanings from the Note-book of a Field Geologist",en,"Geikie, Archibald, 1835-1924",Geology; Petrology,QE,Category: Science - Earth/Agricultural/Farming
66704,Text,2021-11-11,Jean de Kerdren,fr,"Schultz, Jeanne, 1862-1910",French fiction -- 19th century,PQ,Category: Novels; Category: French Literature
66705,Text,2021-11-11,"Valuation of Real Estate in the Town of Acton. November 2, 1850.",en,"Conant, Abraham, 1783-1861; Brooks, Nathan, 1785-1863; Davis, Jonathan B. (Jonathan Billings), 1790-1868",Real property -- Valuation -- Massachusetts -- Acton -- History,HD,Category: History - American; Category: History - Modern (1750+); Category: Economics
66706,Text,2021-11-11,Sun Tzŭ on the Art of War: The Oldest Military Treatise in the World,en,"Sunzi, active 6th century B.C.; Giles, Lionel, 1875-1958 [Translator]",Military art and science -- Early works to 1800; War -- Early works to 1800,U,Category: History - Ancient; Category: History - Warfare; Category: Philosophy & Ethics
66707,Text,2021-11-11,Meeting at the Summit,en,"Jorgensen, Ivar",Science fiction; Short stories; Human-alien encounters -- Fiction; Presidents -- United States -- Fiction,PS,Category: Science-Fiction & Fantasy; Category: Novels; Category: American Literature
66708,Text,2021-11-11,"Following a Chance Clew; Or, Nick Carter's Lucky Find",en,"Carter, Nicholas (House name)",Detective and mystery stories; Dime novels; American fiction,PS,"Category: Crime, Thrillers and Mystery; Category: Novels"
66709,Text,2021-11-11,L'Arcadie; suivie de La pierre d'Abraham,fr,"Saint-Pierre, Bernardin de, 1737-1814",French literature; Utopias,PQ,"Category: Novels; Category: Mythology, Legends & Folklore; Category: French Literature"
66710,Text,2021-11-11,"An Inquiry into the Principles of Political Oeconomy (Vol. 2 of 2)
Being an essay on the science of domestic policy in free nations. In which are particularly considered population, agriculture, trade, industry, money, coin, interest, circulation, banks, exchange, public credit, and taxes",en,"Steuart, James, Sir, 1712-1780",Economics,HB,Category: Economics
66711,Text,2021-11-11,The Almond in California,en,"Taylor, R. H. (Ralph Hawley), 1884-1979",Almond -- California,SB,Category: Science - Earth/Agricultural/Farming; Category: Nature/Gardening/Animals
66712,Text,2021-11-12,"Grammar-land; Or, Grammar in Fun for the Children of Schoolroom-shire",en,"Nesbitt, M. L.; Waddy, Frederick, 1848-1901 [Illustrator]",Fantasy fiction; Trials -- Juvenile fiction; Judges -- Juvenile fiction; English language -- Grammar -- Juvenile fiction,PE; PZ,Category: Children & Young Adult Reading; Category: Language & Communication; Category: Teaching & Education
